"AN.57254","2007.0","2.0","1200.0","595.0","181.0","22.0","5","20","70","32.0","6.0","4.0","1","1","5.0","1"
"AN.57255","2007.0","1.0","1140.0","570.0","174.0","25.0",,,,"32.0","6.0","4.0","1","0","5.0","1"
"AN.57256","2007.0","1.0","1230.0","605.0","179.0","27.0",,,,"33.0","5.0","3.0","0","1","6.0","2"
"AN.57257","2007.0","1.0","1170.0","585.0","178.0","28.0",,,,"34.0","7.0","4.0","0","1","6.0","2"
"AN.57257","2008.0","1.0","1440.0","575.0","177.0","31.0",,,,"36.0","7.0","5.0",,"0","8.0","2"
"AN.57258","2007.0","2.0","1180.0","615.0","177.0","13.0",,,,"34.0","7.0","4.0","0","0","6.0","2"
"AN.57264","2007.0","1.0","1130.0","575.0","174.0","25.0",,,,"33.0","6.0","6.0","0","1","5.0","1"
"AN.57264","2008.0","1.0","1370.0","570.0","172.0","23.0",,,,"33.0","6.0","6.0","0","1","7.0","2"
"AN.57264","2009.0","1.0","1240.0","600.0","175.0","34.0",,,,"40.0","6.0","3.0","1","1","9.0","2"
"AN.57264","2011.0","1.0","1280.0","600.0","175.0","26.0",,,,"34.0","6.0","6.0","0","0","13.0","2"
"AN.57265","2007.0","2.0","1160.0","595.0","177.0","26.0","6","5","80","33.0","6.0","4.0","1","0","6.0","2"
"AN.57266","2007.0","2.0","1220.0","590.0","177.0","24.0","7","0","30","33.0","6.0","6.0","0","0","5.0","1"
"AN.57267","2007.0","1.0","1310.0","585.0","172.0","28.0",,,,"33.0","6.0","4.0","1","0","6.0","2"
"AN.57268","2008.0","1.0","1560.0","580.0","174.0","23.0",,,,"33.0","6.0","6.0","1","0","7.0","2"
"AN.57269","2008.0","2.0","1200.0","610.0","170.0","21.0","5","10","70","33.0","6.0","6.0","1","0","7.0","2"
"AN.57271","2009.0","2.0","1230.0","630.0","174.0","13.5","5","20","70","27.0","8.0","6.0","0","1","7.0","2"
"AN.57271","2011.0","2.0","1210.0","625.0","171.0","9.5","5",,"80","27.0","6.0","5.0","1","0","11.0","2"
"AN.57275","2008.0","2.0","1170.0","605.0","176.0","31.0","7","0","30","37.0","6.0","3.0","0","0","5.0","1"
"AN.57280","2007.0","1.0","1255.0","595.0","179.0","26.0",,,,"35.0","7.0","7.0","1","1","5.0","1"
"AN.57280","2008.0","1.0","1520.0","595.0","179.0","31.0",,,,"37.0","7.0","6.0","0","0","7.0","2"
"AN.57281","2007.0","2.0","1200.0","600.0","170.0","17.0","5","20","60","35.0","7.0","7.0","1","0","5.0","1"
"AN.57282","2007.0","1.0","1330.0","580.0","173.0","26.0",,,,"35.0","6.0","6.0","0","1","5.0","1"
"AN.57283","2007.0","2.0","1230.0","570.0","174.0","27.0","5","15","70","34.0","6.0","6.0","2","1","5.0","1"
"AN.57284","2007.0","2.0","1190.0","620.0","176.0","17.0","5","15","55","31.0","7.0","7.0","2","1","6.0","2"
"AN.57285","2007.0","1.0","1180.0","595.0","172.0","26.0",,,,"32.0","7.0","5.0","0","0","6.0","2"
"AN.57286","2007.0","2.0","1120.0","590.0","168.0","18.0","7","0","40","32.0","7.0","5.0","0","0","5.0","1"
"AN.57287","2007.0","2.0","1170.0","630.0","168.0","9.0","6","5","60","33.0","5.0","5.0","2","0","5.0","1"
"AN.57288","2007.0","2.0","1275.0","620.0","171.0","9.0","5","15","40","28.0","7.0","6.0","1","0","5.0","1"
"AN.57289","2007.0","2.0","1120.0","610.0","169.0","13.0","7","0","60","32.0","7.0","7.0","3","1","6.0","2"
"AN.57289","2008.0","2.0","1230.0","615.0","168.0","22.0","7",,,"37.0","7.0","7.0","0","0","8.0","2"
"AN.57290","2007.0","2.0","1170.0","595.0","177.0","14.0","5","15","40","30.0","6.0","2.0","0","1","6.0","2"
"AN.57290","2008.0","2.0","1210.0","600.0","175.5","22.0","5",,,"31.0","7.0","7.0","0","0","8.0","2"
"AN.57291","2007.0","2.0","1180.0","605.0","170.0","24.5","7","0","20","34.0","7.0","5.0","0","0","6.0","2"
"AN.57292","2007.0","1.0","1180.0","610.0","172.0","27.0",,,,"32.0","6.0","5.0","0","0","5.0","1"
